description,Beilagensalat,Regio Apfel,type,diet,mensa,image_path
Mensafood Baked marinated feta cheese in parchment; vegetable salad; pea guacamole; flatbread,,,,,,aug/mensa-flugplatz_essen-2_aug0437.jpg
Mensafood Baked marinated feta cheese in parchment; vegetable salad; pea guacamole; flatbread,,,,,,aug/mensa-flugplatz_essen-2_aug0438.jpg
Mensafood Baked marinated feta cheese in parchment; vegetable salad; pea guacamole; flatbread,,,,,,aug/mensa-flugplatz_essen-2_aug0439.jpg
Mensafood Carrot‑coconut soup with seeded bread roll,,,,,,aug/mensa-institutsviertel_schneller-teller_aug0428.jpg
Mensafood Carrot‑coconut soup with seeded bread roll,,,,,,aug/mensa-institutsviertel_schneller-teller_aug0429.jpg
Mensafood Carrot‑coconut soup with seeded bread roll,,,,,,aug/mensa-institutsviertel_schneller-teller_aug0430.jpg
Mensafood Carrot‑coconut soup with seeded bread roll,,,,,,aug/mensa-institutsviertel_schneller-teller_aug0431.jpg
Mensafood Penne all’arrabbiata; grated hard cheese,,,,,,aug/mensa-institutsviertel_schneller-teller_aug0432.jpg
Mensafood Penne all’arrabbiata; grated hard cheese,,,,,,aug/mensa-institutsviertel_schneller-teller_aug0433.jpg
Mensafood Penne all’arrabbiata; grated hard cheese,,,,,,aug/mensa-institutsviertel_schneller-teller_aug0434.jpg
Mensafood Penne all’arrabbiata; grated hard cheese,,,,,,aug/mensa-institutsviertel_schneller-teller_aug0435.jpg
"Mensafood Mixed salad with tomato, mozzarella and basil; Greek farmer’s salad; baguette",,,,,,aug/mensa-flugplatz_essen-1_aug0448.jpg
"Mensafood Mixed salad with tomato, mozzarella and basil; Greek farmer’s salad; baguette",,,,,,aug/mensa-flugplatz_essen-1_aug0449.jpg
"Mensafood Mixed salad with tomato, mozzarella and basil; Greek farmer’s salad; baguette",,,,,,aug/mensa-flugplatz_essen-1_aug0450.jpg
"Mensafood Mixed salad with tomato, mozzarella and basil; Greek farmer’s salad; baguette",,,,,,aug/mensa-flugplatz_essen-1_aug0451.jpg
Mensafood Vegetable patty with white sauce and fresh mushrooms; mashed potatoes; baby carrots,,,,,,aug/mensa-flugplatz_essen-1_aug0464.jpg
Mensafood Vegetable patty with white sauce and fresh mushrooms; mashed potatoes; baby carrots,,,,,,aug/mensa-flugplatz_essen-1_aug0465.jpg
Mensafood Vegetable patty with white sauce and fresh mushrooms; mashed potatoes; baby carrots,,,,,,aug/mensa-flugplatz_essen-1_aug0466.jpg
Mensafood Vegetable patty with white sauce and fresh mushrooms; mashed potatoes; baby carrots,,,,,,aug/mensa-flugplatz_essen-1_aug0467.jpg
Mensafood Organic beef roast with red‑wine sauce; potato croquettes; red cabbage,,,,,,aug/mensa-rempartstrae_essen-2_aug0444.jpg
Mensafood Organic beef roast with red‑wine sauce; potato croquettes; red cabbage,,,,,,aug/mensa-rempartstrae_essen-2_aug0445.jpg
Mensafood Organic beef roast with red‑wine sauce; potato croquettes; red cabbage,,,,,,aug/mensa-rempartstrae_essen-2_aug0446.jpg
Mensafood Organic beef roast with red‑wine sauce; potato croquettes; red cabbage,,,,,,aug/mensa-rempartstrae_essen-2_aug0447.jpg
Mensafood Pork steak with onion‑mustard crust; cream sauce; homemade spaetzle; green beans,,,,,,aug/mensa-flugplatz_essen-2_aug0460.jpg
Mensafood Pork steak with onion‑mustard crust; cream sauce; homemade spaetzle; green beans,,,,,,aug/mensa-flugplatz_essen-2_aug0461.jpg
Mensafood Pork steak with onion‑mustard crust; cream sauce; homemade spaetzle; green beans,,,,,,aug/mensa-flugplatz_essen-2_aug0462.jpg
Mensafood Pork steak with onion‑mustard crust; cream sauce; homemade spaetzle; green beans,,,,,,aug/mensa-flugplatz_essen-2_aug0463.jpg
Mensafood Pan of potato dumplings and vegetables with white sauce; pesto,,,,,,aug/mensa-flugplatz_essen-1_aug0472.jpg
Mensafood Pan of potato dumplings and vegetables with white sauce; pesto,,,,,,aug/mensa-flugplatz_essen-1_aug0473.jpg
Mensafood Pan of potato dumplings and vegetables with white sauce; pesto,,,,,,aug/mensa-flugplatz_essen-1_aug0474.jpg
Mensafood Pan of potato dumplings and vegetables with white sauce; pesto,,,,,,aug/mensa-flugplatz_essen-1_aug0475.jpg
Mensafood Breaded whiting fillet; tartar sauce; herb potatoes,,,,,,aug/mensa-flugplatz_essen-2_aug0456.jpg
Mensafood Breaded whiting fillet; tartar sauce; herb potatoes,,,,,,aug/mensa-flugplatz_essen-2_aug0457.jpg
Mensafood Breaded whiting fillet; tartar sauce; herb potatoes,,,,,,aug/mensa-flugplatz_essen-2_aug0458.jpg
Mensafood Breaded whiting fillet; tartar sauce; herb potatoes,,,,,,aug/mensa-flugplatz_essen-2_aug0459.jpg
Mensafood Hungarian‑style goulash with organic beef; butter noodles,,,,,,aug/mensa-flugplatz_essen-2_aug0452.jpg
Mensafood Hungarian‑style goulash with organic beef; butter noodles,,,,,,aug/mensa-flugplatz_essen-2_aug0453.jpg
Mensafood Hungarian‑style goulash with organic beef; butter noodles,,,,,,aug/mensa-flugplatz_essen-2_aug0454.jpg
Mensafood Hungarian‑style goulash with organic beef; butter noodles,,,,,,aug/mensa-flugplatz_essen-2_aug0455.jpg
Mensafood Apple strudel with vanilla sauce and sour‑cherry compote,,,,,,aug/mensa-flugplatz_essen-2_aug0468.jpg
Mensafood Apple strudel with vanilla sauce and sour‑cherry compote,,,,,,aug/mensa-flugplatz_essen-2_aug0469.jpg
Mensafood Apple strudel with vanilla sauce and sour‑cherry compote,,,,,,aug/mensa-flugplatz_essen-2_aug0470.jpg
Mensafood Apple strudel with vanilla sauce and sour‑cherry compote,,,,,,aug/mensa-flugplatz_essen-2_aug0471.jpg
Mensafood Organic beef roast with red‑wine sauce; homemade spaetzle; red cabbage,,,,,,aug/mensa-rempartstrae_essen-2_aug0480.jpg
Mensafood Organic beef roast with red‑wine sauce; homemade spaetzle; red cabbage,,,,,,aug/mensa-rempartstrae_essen-2_aug0481.jpg
Mensafood Organic beef roast with red‑wine sauce; homemade spaetzle; red cabbage,,,,,,aug/mensa-rempartstrae_essen-2_aug0482.jpg
Mensafood Organic beef roast with red‑wine sauce; homemade spaetzle; red cabbage,,,,,,aug/mensa-rempartstrae_essen-2_aug0483.jpg
Mensafood Mini spring rolls; sweet‑and‑sour sauce; long‑grain rice,,,,,,aug/mensa-flugplatz_essen-2_aug0484.jpg
Mensafood Mini spring rolls; sweet‑and‑sour sauce; long‑grain rice,,,,,,aug/mensa-flugplatz_essen-2_aug0485.jpg
Mensafood Mini spring rolls; sweet‑and‑sour sauce; long‑grain rice,,,,,,aug/mensa-flugplatz_essen-2_aug0486.jpg
Mensafood Mini spring rolls; sweet‑and‑sour sauce; long‑grain rice,,,,,,aug/mensa-flugplatz_essen-2_aug0487.jpg
Mensafood Roasted vegetable Swabian dumplings with egg; tomato sauce; potato‑cucumber salad,,,,,,aug/mensa-institutsviertel_essen-1_aug0488.jpg
Mensafood Roasted vegetable Swabian dumplings with egg; tomato sauce; potato‑cucumber salad,,,,,,aug/mensa-institutsviertel_essen-1_aug0489.jpg
Mensafood Roasted vegetable Swabian dumplings with egg; tomato sauce; potato‑cucumber salad,,,,,,aug/mensa-institutsviertel_essen-1_aug0490.jpg
Mensafood Roasted vegetable Swabian dumplings with egg; tomato sauce; potato‑cucumber salad,,,,,,aug/mensa-institutsviertel_essen-1_aug0491.jpg
"Mensafood Mediterranean bowl: olives, basil, zucchini, bean cream, pesto, organic couscous with vegetables, Ebly soft wheat, diced tomatoes",,,,,,aug/mensa-institutsviertel_essen-2_aug0500.jpg
"Mensafood Mediterranean bowl: olives, basil, zucchini, bean cream, pesto, organic couscous with vegetables, Ebly soft wheat, diced tomatoes",,,,,,aug/mensa-institutsviertel_essen-2_aug0501.jpg
"Mensafood Mediterranean bowl: olives, basil, zucchini, bean cream, pesto, organic couscous with vegetables, Ebly soft wheat, diced tomatoes",,,,,,aug/mensa-institutsviertel_essen-2_aug0502.jpg
"Mensafood Mediterranean bowl: olives, basil, zucchini, bean cream, pesto, organic couscous with vegetables, Ebly soft wheat, diced tomatoes",,,,,,aug/mensa-institutsviertel_essen-2_aug0503.jpg
Mensafood Colourful tortellini with creamy cheese sauce,,,,,,aug/mensa-rempartstrae_essen-1_aug0492.jpg
Mensafood Colourful tortellini with creamy cheese sauce,,,,,,aug/mensa-rempartstrae_essen-1_aug0493.jpg
Mensafood Colourful tortellini with creamy cheese sauce,,,,,,aug/mensa-rempartstrae_essen-1_aug0494.jpg
Mensafood Colourful tortellini with creamy cheese sauce,,,,,,aug/mensa-rempartstrae_essen-1_aug0495.jpg
Mensafood Red noodle curry with lentils and pineapple,,,,,,aug/mensa-rempartstrae_schneller-teller_aug0476.jpg
Mensafood Red noodle curry with lentils and pineapple,,,,,,aug/mensa-rempartstrae_schneller-teller_aug0477.jpg
Mensafood Red noodle curry with lentils and pineapple,,,,,,aug/mensa-rempartstrae_schneller-teller_aug0478.jpg
Mensafood Red noodle curry with lentils and pineapple,,,,,,aug/mensa-rempartstrae_schneller-teller_aug0479.jpg
Mensafood Sliced soy in Zurich sauce; rigatoni; baby carrots,,,,,,aug/mensa-institutsviertel_essen-1_aug0496.jpg
Mensafood Sliced soy in Zurich sauce; rigatoni; baby carrots,,,,,,aug/mensa-institutsviertel_essen-1_aug0497.jpg
Mensafood Sliced soy in Zurich sauce; rigatoni; baby carrots,,,,,,aug/mensa-institutsviertel_essen-1_aug0498.jpg
Mensafood Sliced soy in Zurich sauce; rigatoni; baby carrots,,,,,,aug/mensa-institutsviertel_essen-1_aug0499.jpg
Mensafood Lentil balls with sesame dip; organic baked potatoes; California coleslaw,,,,,,aug/mensa-rempartstrae_essen-1_aug0504.jpg
Mensafood Lentil balls with sesame dip; organic baked potatoes; California coleslaw,,,,,,aug/mensa-rempartstrae_essen-1_aug0505.jpg
Mensafood Lentil balls with sesame dip; organic baked potatoes; California coleslaw,,,,,,aug/mensa-rempartstrae_essen-1_aug0506.jpg
Mensafood Lentil balls with sesame dip; organic baked potatoes; California coleslaw,,,,,,aug/mensa-rempartstrae_essen-1_aug0507.jpg
Mensafood Chickpea polenta with ratatouille; sheep’s cheese with mint,,,,,,aug/mensa-littenweiler_essen-1_aug0508.jpg
Mensafood Chickpea polenta with ratatouille; sheep’s cheese with mint,,,,,,aug/mensa-littenweiler_essen-1_aug0509.jpg
Mensafood Chickpea polenta with ratatouille; sheep’s cheese with mint,,,,,,aug/mensa-littenweiler_essen-1_aug0510.jpg
Mensafood Chickpea polenta with ratatouille; sheep’s cheese with mint,,,,,,aug/mensa-littenweiler_essen-1_aug0511.jpg
